Results: /home/mani/dev/Laplace/deterministic/max-skid-experiment/results/sep-23-2026-15:26:10/sep-23-2026-15:26:57
Workers: [0]; coordinator: 63
br_inst_retired.cond:u on CPU 0; 100 rounds
Overflow threshold: 116913
Round 1/100: count=116959; skid=46
Round 2/100: count=116959; skid=46
Round 3/100: count=116956; skid=43
Round 4/100: count=116959; skid=46
Round 5/100: count=116958; skid=45
Round 6/100: count=116959; skid=46
Round 7/100: count=116959; skid=46
Round 8/100: count=116959; skid=46
Round 9/100: count=116959; skid=46
Round 10/100: count=116960; skid=47
Round 11/100: count=116960; skid=47
Round 12/100: count=116956; skid=43
Round 13/100: count=116959; skid=46
Round 14/100: count=116959; skid=46
Round 15/100: count=116959; skid=46
Round 16/100: count=116956; skid=43
Round 17/100: count=116959; skid=46
Round 18/100: count=116941; skid=28
Round 19/100: count=116941; skid=28
Round 20/100: count=116959; skid=46
Round 21/100: count=116941; skid=28
Round 22/100: count=116959; skid=46
Round 23/100: count=116955; skid=42
Round 24/100: count=116941; skid=28
Round 25/100: count=116941; skid=28
Round 26/100: count=116941; skid=28
Round 27/100: count=116941; skid=28
Round 28/100: count=116941; skid=28
Round 29/100: count=116941; skid=28
Round 30/100: count=116941; skid=28
Round 31/100: count=116941; skid=28
Round 32/100: count=116941; skid=28
Round 33/100: count=116956; skid=43
Round 34/100: count=116959; skid=46
Round 35/100: count=116963; skid=50
Round 36/100: count=116959; skid=46
Round 37/100: count=116959; skid=46
Round 38/100: count=116959; skid=46
Round 39/100: count=116959; skid=46
Round 40/100: count=116960; skid=47
Round 41/100: count=116959; skid=46
Round 42/100: count=116959; skid=46
Round 43/100: count=116959; skid=46
Round 44/100: count=116960; skid=47
Round 45/100: count=116941; skid=28
Round 46/100: count=116959; skid=46
Round 47/100: count=116941; skid=28
Round 48/100: count=116941; skid=28
Round 49/100: count=116941; skid=28
Round 50/100: count=116941; skid=28
Round 51/100: count=116941; skid=28
Round 52/100: count=116956; skid=43
Round 53/100: count=116956; skid=43
Round 54/100: count=116958; skid=45
Round 55/100: count=116958; skid=45
Round 56/100: count=116958; skid=45
Round 57/100: count=116959; skid=46
Round 58/100: count=116956; skid=43
Round 59/100: count=116958; skid=45
Round 60/100: count=116958; skid=45
Round 61/100: count=116958; skid=45
Round 62/100: count=116963; skid=50
Round 63/100: count=116963; skid=50
Round 64/100: count=116956; skid=43
Round 65/100: count=116931; skid=18
Round 66/100: count=116960; skid=47
Round 67/100: count=116959; skid=46
Round 68/100: count=116959; skid=46
Round 69/100: count=116959; skid=46
Round 70/100: count=116959; skid=46
Round 71/100: count=116959; skid=46
Round 72/100: count=116959; skid=46
Round 73/100: count=116959; skid=46
Round 74/100: count=116959; skid=46
Round 75/100: count=116959; skid=46
Round 76/100: count=116959; skid=46
Round 77/100: count=116959; skid=46
Round 78/100: count=116955; skid=42
Round 79/100: count=116941; skid=28
Round 80/100: count=116941; skid=28
Round 81/100: count=116959; skid=46
Round 82/100: count=116956; skid=43
Round 83/100: count=116959; skid=46
Round 84/100: count=116959; skid=46
Round 85/100: count=116955; skid=42
Round 86/100: count=116959; skid=46
Round 87/100: count=116955; skid=42
Round 88/100: count=116955; skid=42
Round 89/100: count=116959; skid=46
Round 90/100: count=116960; skid=47
Round 91/100: count=116959; skid=46
Round 92/100: count=116956; skid=43
Round 93/100: count=116959; skid=46
Round 94/100: count=116958; skid=45
Round 95/100: count=116958; skid=45
Round 96/100: count=116941; skid=28
Round 97/100: count=116955; skid=42
Round 98/100: count=116955; skid=42
Round 99/100: count=116958; skid=45
Round 100/100: count=116959; skid=46
Complete: 1/1 (100.0%); remaining: 0; elapsed: 1s
Non-deterministic: 1
[32m[+][0m run complete; see /home/mani/dev/Laplace/deterministic/max-skid-experiment/results/sep-23-2026-15:26:10/sep-23-2026-15:26:57/results.md
