event	round	count	exit
cycles-ct:u	1	0	0
cycles-ct:u	2	0	0
cycles-ct:u	3	0	0
cycles-ct:u	4	0	0
cycles-ct:u	5	0	0
tx-start:u	1	0	0
tx-start:u	2	0	0
tx-start:u	3	0	0
tx-start:u	4	0	0
tx-start:u	5	0	0
l2_rqsts.demand_data_rd_miss:u	1	502459	0
l2_rqsts.demand_data_rd_miss:u	2	502291	0
mem_load_l3_hit_retired.xsnp_hitm:u	1	2	0
mem_load_l3_hit_retired.xsnp_hitm:u	2	3	0
sw_prefetch_access.t1_t2:u	1	200031	0
sw_prefetch_access.t1_t2:u	2	200004	0
icache_64b.iftag_hit:u	1	55967125	0
icache_64b.iftag_hit:u	2	56209342	0
idq_uops_not_delivered.core:u	1	14487849248	0
idq_uops_not_delivered.core:u	2	14497739496	0
rtm_retired.aborted_mem:u	1	0	0
rtm_retired.aborted_mem:u	2	0	0
rtm_retired.aborted_mem:u	3	0	0
rtm_retired.aborted_mem:u	4	0	0
rtm_retired.aborted_mem:u	5	0	0
core_power.lvl1_turbo_license:u	1	0	0
core_power.lvl1_turbo_license:u	2	0	0
core_power.lvl1_turbo_license:u	3	0	0
core_power.lvl1_turbo_license:u	4	0	0
core_power.lvl1_turbo_license:u	5	0	0
br_inst_retired.near_call:u	1	200000	0
br_inst_retired.near_call:u	2	200000	0
br_inst_retired.near_call:u	3	200000	0
br_inst_retired.near_call:u	4	200000	0
br_inst_retired.near_call:u	5	200000	0
cpu_clk_unhalted.thread_any:u	1	7626690840	0
cpu_clk_unhalted.thread_any:u	2	7643876056	0
inst_retired.any_p:u	1	227003195	0
inst_retired.any_p:u	2	227003199	0
resource_stalls.sb:u	1	6806877	0
resource_stalls.sb:u	2	6817814	0
uops_executed.cycles_ge_2_uops_exec:u	1	3295649830	0
uops_executed.cycles_ge_2_uops_exec:u	2	3299368172	0
dtlb_load_misses.walk_completed_2m_4m:u	1	0	0
dtlb_load_misses.walk_completed_2m_4m:u	2	0	0
dtlb_load_misses.walk_completed_2m_4m:u	3	0	0
dtlb_load_misses.walk_completed_2m_4m:u	4	0	0
dtlb_load_misses.walk_completed_2m_4m:u	5	0	0
L1-dcache-loads:u	1	INVALID	0
