event	round	count	exit
cpu-cycles:u	1	7659750783	0
cpu-cycles:u	2	7670887386	0
tx-conflict:u	1	0	0
tx-conflict:u	2	0	0
tx-conflict:u	3	0	0
tx-conflict:u	4	0	0
tx-conflict:u	5	0	0
l2_rqsts.demand_data_rd_hit:u	1	755760	0
l2_rqsts.demand_data_rd_hit:u	2	708943	0
mem_load_l3_hit_retired.xsnp_hit:u	1	0	0
mem_load_l3_hit_retired.xsnp_hit:u	2	0	0
mem_load_l3_hit_retired.xsnp_hit:u	3	0	0
mem_load_l3_hit_retired.xsnp_hit:u	4	0	0
mem_load_l3_hit_retired.xsnp_hit:u	5	0	0
sw_prefetch_access.t0:u	1	100002	0
sw_prefetch_access.t0:u	2	100001	0
icache_16b.ifdata_stall:u	1	83236	0
icache_16b.ifdata_stall:u	2	80598	0
idq.ms_uops:u	1	12872847951	0
idq.ms_uops:u	2	12872949125	0
rtm_retired.aborted_events:u	1	0	0
rtm_retired.aborted_events:u	2	0	0
rtm_retired.aborted_events:u	3	0	0
rtm_retired.aborted_events:u	4	0	0
rtm_retired.aborted_events:u	5	0	0
core_power.lvl0_turbo_license:u	1	7634821725	0
core_power.lvl0_turbo_license:u	2	7650596747	0
br_inst_retired.far_branch:u	1	33448	0
br_inst_retired.far_branch:u	2	33491	0
cpu_clk_unhalted.thread:u	1	7639029000	0
cpu_clk_unhalted.thread:u	2	7693394504	0
inst_retired.any:u	1	227003394	0
inst_retired.any:u	2	227003384	0
resource_stalls.any:u	1	427158811	0
resource_stalls.any:u	2	426155833	0
uops_executed.cycles_ge_1_uop_exec:u	1	6380934915	0
uops_executed.cycles_ge_1_uop_exec:u	2	6381160201	0
dtlb_load_misses.walk_completed_1g:u	1	0	0
dtlb_load_misses.walk_completed_1g:u	2	0	0
dtlb_load_misses.walk_completed_1g:u	3	0	0
dtlb_load_misses.walk_completed_1g:u	4	0	0
dtlb_load_misses.walk_completed_1g:u	5	0	0
itlb_misses.walk_pending:u	1	339969	0
itlb_misses.walk_pending:u	2	339921	0
