event	round	count	exit
iTLB-load-misses:u	1	1258	0
iTLB-load-misses:u	2	1251	0
sw_prefetch_access.t1_t2:u	1	200006	0
sw_prefetch_access.t1_t2:u	2	200002	0
rs.empty_resource:u	1	621657	0
rs.empty_resource:u	2	623665	0
load_hit_prefetch.swpf:u	1	0	0
load_hit_prefetch.swpf:u	2	0	0
load_hit_prefetch.swpf:u	3	0	0
load_hit_prefetch.swpf:u	4	0	0
load_hit_prefetch.swpf:u	5	0	0
load_hit_prefetch.swpf:u	6	0	0
load_hit_prefetch.swpf:u	7	0	0
load_hit_prefetch.swpf:u	8	0	0
load_hit_prefetch.swpf:u	9	0	0
load_hit_prefetch.swpf:u	10	0	0
load_hit_prefetch.swpf:u	11	0	0
load_hit_prefetch.swpf:u	12	0	0
load_hit_prefetch.swpf:u	13	0	0
load_hit_prefetch.swpf:u	14	0	0
load_hit_prefetch.swpf:u	15	0	0
load_hit_prefetch.swpf:u	16	0	0
load_hit_prefetch.swpf:u	17	0	0
load_hit_prefetch.swpf:u	18	0	0
load_hit_prefetch.swpf:u	19	0	0
load_hit_prefetch.swpf:u	20	0	0
load_hit_prefetch.swpf:u	21	0	0
load_hit_prefetch.swpf:u	22	0	0
load_hit_prefetch.swpf:u	23	0	0
load_hit_prefetch.swpf:u	24	0	0
load_hit_prefetch.swpf:u	25	0	0
load_hit_prefetch.swpf:u	26	0	0
load_hit_prefetch.swpf:u	27	0	0
load_hit_prefetch.swpf:u	28	0	0
load_hit_prefetch.swpf:u	29	0	0
load_hit_prefetch.swpf:u	30	0	0
load_hit_prefetch.swpf:u	31	0	0
load_hit_prefetch.swpf:u	32	0	0
load_hit_prefetch.swpf:u	33	0	0
load_hit_prefetch.swpf:u	34	0	0
load_hit_prefetch.swpf:u	35	0	0
load_hit_prefetch.swpf:u	36	0	0
load_hit_prefetch.swpf:u	37	0	0
load_hit_prefetch.swpf:u	38	0	0
load_hit_prefetch.swpf:u	39	0	0
load_hit_prefetch.swpf:u	40	0	0
load_hit_prefetch.swpf:u	41	0	0
load_hit_prefetch.swpf:u	42	0	0
load_hit_prefetch.swpf:u	43	0	0
load_hit_prefetch.swpf:u	44	0	0
load_hit_prefetch.swpf:u	45	0	0
load_hit_prefetch.swpf:u	46	0	0
load_hit_prefetch.swpf:u	47	10	0
