name	status	reason
unc_cha_tor_occupancy.ia_miss_crd_pref_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_crd_pref_remote	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_crd_remote	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_crdmorph_cxl_acc	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_cxl_acc	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_cxl_acc_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_cxl_acc	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_cxl_acc_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_cxl_exp_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_ddr	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_local_ddr	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_local_pmm	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_opt	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_opt_cxl_acc_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_opt_pref	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_opt_pref_cxl_acc_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_pmm	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_pref	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_pref_cxl_acc	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_pref_cxl_acc_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_pref_cxl_exp_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_pref_ddr	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_pref_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_pref_local_ddr	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_pref_local_pmm	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_pref_pmm	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_pref_remote	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_pref_remote_ddr	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_pref_remote_pmm	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_remote	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_remote_ddr	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drd_remote_pmm	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drdmorph_cxl_acc	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_drdpte	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_itom	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_llcprefcode	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_llcprefcode_cxl_acc	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_llcprefdata	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_llcprefdata_cxl_acc	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_llcprefdata_cxl_acc_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_llcprefdata_cxl_exp_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_llcprefrfo	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_llcprefrfo_cxl_acc	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_llcprefrfo_cxl_acc_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_llcprefrfo_cxl_exp_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_local_wcil_ddr	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_local_wcil_pmm	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_local_wcilf_ddr	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_local_wcilf_pmm	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_remote_wcil_ddr	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_remote_wcil_pmm	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_remote_wcilf_ddr	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_remote_wcilf_pmm	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_rfo	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_rfo_cxl_acc	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_rfo_cxl_acc_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_rfo_cxl_exp_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_rfo_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_rfo_pref	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_rfo_pref_cxl_acc	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_rfo_pref_cxl_acc_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_rfo_pref_cxl_exp_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_rfo_pref_local	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_rfo_pref_remote	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_rfo_remote	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_rfomorph_cxl_acc	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_ucrdf	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_wcil	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_wcil_ddr	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_wcil_pmm	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_wcilf	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_wcilf_ddr	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_wcilf_pmm	excluded	uncore event
unc_cha_tor_occupancy.ia_miss_wil	excluded	uncore event
unc_cha_tor_occupancy.ia_rfo	excluded	uncore event
unc_cha_tor_occupancy.ia_rfo_pref	excluded	uncore event
unc_cha_tor_occupancy.ia_specitom	excluded	uncore event
unc_cha_tor_occupancy.ia_wbmtoi	excluded	uncore event
unc_cha_tor_occupancy.ia_wcil	excluded	uncore event
unc_cha_tor_occupancy.ia_wcilf	excluded	uncore event
unc_cha_tor_occupancy.io	excluded	uncore event
unc_cha_tor_occupancy.io_clflush	excluded	uncore event
unc_cha_tor_occupancy.io_hit	excluded	uncore event
unc_cha_tor_occupancy.io_hit_itom	excluded	uncore event
unc_cha_tor_occupancy.io_hit_itomcachenear	excluded	uncore event
unc_cha_tor_occupancy.io_hit_pcirdcur	excluded	uncore event
unc_cha_tor_occupancy.io_hit_rfo	excluded	uncore event
unc_cha_tor_occupancy.io_itom	excluded	uncore event
unc_cha_tor_occupancy.io_itomcachenear	excluded	uncore event
unc_cha_tor_occupancy.io_miss	excluded	uncore event
unc_cha_tor_occupancy.io_miss_itom	excluded	uncore event
unc_cha_tor_occupancy.io_miss_itom_local	excluded	uncore event
unc_cha_tor_occupancy.io_miss_itom_remote	excluded	uncore event
unc_cha_tor_occupancy.io_miss_itomcachenear	excluded	uncore event
unc_cha_tor_occupancy.io_miss_itomcachenear_local	excluded	uncore event
unc_cha_tor_occupancy.io_miss_itomcachenear_remote	excluded	uncore event
unc_cha_tor_occupancy.io_miss_pcirdcur	excluded	uncore event
unc_cha_tor_occupancy.io_miss_pcirdcur_local	excluded	uncore event
unc_cha_tor_occupancy.io_miss_pcirdcur_remote	excluded	uncore event
unc_cha_tor_occupancy.io_miss_rfo	excluded	uncore event
unc_cha_tor_occupancy.io_pcirdcur	excluded	uncore event
unc_cha_tor_occupancy.io_rfo	excluded	uncore event
unc_cha_tor_occupancy.io_wbmtoi	excluded	uncore event
unc_cha_tor_occupancy.ipq	excluded	uncore event
unc_cha_tor_occupancy.irq_ia	excluded	uncore event
unc_cha_tor_occupancy.irq_non_ia	excluded	uncore event
unc_cha_tor_occupancy.isoc	excluded	uncore event
unc_cha_tor_occupancy.loc_all	excluded	uncore event
unc_cha_tor_occupancy.loc_ia	excluded	uncore event
unc_cha_tor_occupancy.loc_io	excluded	uncore event
unc_cha_tor_occupancy.local_tgt	excluded	uncore event
unc_cha_tor_occupancy.match_opc	excluded	uncore event
unc_cha_tor_occupancy.miss	excluded	uncore event
unc_cha_tor_occupancy.mmcfg	excluded	uncore event
unc_cha_tor_occupancy.mmio	excluded	uncore event
unc_cha_tor_occupancy.nearmem	excluded	uncore event
unc_cha_tor_occupancy.noncoh	excluded	uncore event
unc_cha_tor_occupancy.not_nearmem	excluded	uncore event
unc_cha_tor_occupancy.pmm	excluded	uncore event
unc_cha_tor_occupancy.premorph_opc	excluded	uncore event
unc_cha_tor_occupancy.prq	excluded	uncore event
unc_cha_tor_occupancy.prq_non_iosf	excluded	uncore event
unc_cha_tor_occupancy.rem_all	excluded	uncore event
unc_cha_tor_occupancy.rem_snps	excluded	uncore event
unc_cha_tor_occupancy.remote_tgt	excluded	uncore event
unc_cha_tor_occupancy.rrq	excluded	uncore event
unc_cha_tor_occupancy.rrq_miss_invxtom_cxl_exp_local	excluded	uncore event
unc_cha_tor_occupancy.rrq_miss_rdcode_cxl_exp_local	excluded	uncore event
unc_cha_tor_occupancy.rrq_miss_rdcur_cxl_exp_local	excluded	uncore event
unc_cha_tor_occupancy.rrq_miss_rddata_cxl_exp_local	excluded	uncore event
unc_cha_tor_occupancy.rrq_miss_rdinvown_opt_cxl_exp_local	excluded	uncore event
unc_cha_tor_occupancy.snps_from_rem	excluded	uncore event
unc_cha_tor_occupancy.wbq	excluded	uncore event
unc_cha_wb_push_mtoi.llc	excluded	uncore event
unc_cha_wb_push_mtoi.mem	excluded	uncore event
unc_cha_write_no_credits.mc0	excluded	uncore event
unc_cha_write_no_credits.mc1	excluded	uncore event
unc_cha_write_no_credits.mc2	excluded	uncore event
unc_cha_write_no_credits.mc3	excluded	uncore event
unc_cha_write_no_credits.mc4	excluded	uncore event
unc_cha_write_no_credits.mc5	excluded	uncore event
unc_cha_xpt_pref.drop0_conflict	excluded	uncore event
unc_cha_xpt_pref.drop0_nocrd	excluded	uncore event
unc_cha_xpt_pref.drop1_conflict	excluded	uncore event
unc_cha_xpt_pref.drop1_nocrd	excluded	uncore event
unc_cha_xpt_pref.sent0	excluded	uncore event
unc_cha_xpt_pref.sent1	excluded	uncore event
unc_i_cache_total_occupancy.mem	excluded	uncore event
unc_i_clockticks	excluded	uncore event
unc_i_faf_full	excluded	uncore event
unc_i_faf_inserts	excluded	uncore event
unc_i_faf_occupancy	excluded	uncore event
unc_i_faf_transactions	excluded	uncore event
unc_i_irp_all.evicts	excluded	uncore event
unc_i_irp_all.inbound_inserts	excluded	uncore event
unc_i_irp_all.outbound_inserts	excluded	uncore event
unc_i_misc0.2nd_atomic_insert	excluded	uncore event
unc_i_misc0.2nd_rd_insert	excluded	uncore event
unc_i_misc0.2nd_wr_insert	excluded	uncore event
unc_i_misc0.fast_rej	excluded	uncore event
unc_i_misc0.fast_req	excluded	uncore event
unc_i_misc0.fast_xfer	excluded	uncore event
unc_i_misc0.pf_ack_hint	excluded	uncore event
unc_i_misc0.slowpath_fwpf_no_prf	excluded	uncore event
unc_i_misc1.lost_fwd	excluded	uncore event
unc_i_misc1.sec_rcvd_invld	excluded	uncore event
unc_i_misc1.sec_rcvd_vld	excluded	uncore event
unc_i_misc1.slow_e	excluded	uncore event
unc_i_misc1.slow_i	excluded	uncore event
unc_i_misc1.slow_m	excluded	uncore event
unc_i_misc1.slow_s	excluded	uncore event
unc_i_snoop_resp.all_hit	excluded	uncore event
unc_i_snoop_resp.all_hit_es	excluded	uncore event
unc_i_snoop_resp.all_hit_i	excluded	uncore event
unc_i_snoop_resp.all_hit_m	excluded	uncore event
unc_i_snoop_resp.all_miss	excluded	uncore event
unc_i_snoop_resp.hit_es	excluded	uncore event
unc_i_snoop_resp.hit_i	excluded	uncore event
unc_i_snoop_resp.hit_m	excluded	uncore event
unc_i_snoop_resp.miss	excluded	uncore event
unc_i_snoop_resp.snpcode	excluded	uncore event
unc_i_snoop_resp.snpdata	excluded	uncore event
unc_i_snoop_resp.snpinv	excluded	uncore event
unc_i_transactions.wr_pref	excluded	uncore event
unc_i_txc_ak_inserts	excluded	uncore event
unc_i_txc_bl_drs_cycles_full	excluded	uncore event
unc_i_txc_bl_drs_inserts	excluded	uncore event
unc_i_txc_bl_drs_occupancy	excluded	uncore event
unc_i_txc_bl_ncb_cycles_full	excluded	uncore event
unc_i_txc_bl_ncb_inserts	excluded	uncore event
unc_i_txc_bl_ncb_occupancy	excluded	uncore event
unc_i_txc_bl_ncs_cycles_full	excluded	uncore event
unc_i_txc_bl_ncs_inserts	excluded	uncore event
unc_i_txc_bl_ncs_occupancy	excluded	uncore event
unc_i_txr2_ad01_stall_credit_cycles	excluded	uncore event
unc_i_txr2_ad0_stall_credit_cycles	excluded	uncore event
unc_i_txr2_ad1_stall_credit_cycles	excluded	uncore event
unc_i_txr2_bl_stall_credit_cycles	excluded	uncore event
unc_i_txs_data_inserts_ncb	excluded	uncore event
unc_i_txs_data_inserts_ncs	excluded	uncore event
unc_i_txs_request_occupancy	excluded	uncore event
unc_m2m_clockticks	excluded	uncore event
unc_m2m_cms_clockticks	excluded	uncore event
unc_m2m_direct2core_not_taken_dirstate	excluded	uncore event
unc_m2m_direct2core_not_taken_dirstate.non_cisgress	excluded	uncore event
unc_m2m_direct2core_not_taken_notforked	excluded	uncore event
unc_m2m_direct2core_txn_override	excluded	uncore event
unc_m2m_direct2core_txn_override.cisgress	excluded	uncore event
unc_m2m_direct2core_txn_override.pmm_hit	excluded	uncore event
unc_m2m_direct2upi_not_taken_credits	excluded	uncore event
unc_m2m_direct2upi_not_taken_dirstate	excluded	uncore event
unc_m2m_direct2upi_not_taken_dirstate.cisgress	excluded	uncore event
unc_m2m_direct2upi_not_taken_dirstate.egress	excluded	uncore event
unc_m2m_direct2upi_not_taken_dirstate.non_cisgress	excluded	uncore event
unc_m2m_direct2upi_taken	excluded	uncore event
unc_m2m_direct2upi_txn_override	excluded	uncore event
unc_m2m_direct2upi_txn_override.cisgress	excluded	uncore event
unc_m2m_direct2upitxn_override.pmm_hit	excluded	uncore event
unc_m2m_directory_hit.clean_a	excluded	uncore event
unc_m2m_directory_hit.clean_i	excluded	uncore event
unc_m2m_directory_hit.clean_p	excluded	uncore event
unc_m2m_directory_hit.clean_s	excluded	uncore event
unc_m2m_directory_hit.dirty_a	excluded	uncore event
unc_m2m_directory_hit.dirty_i	excluded	uncore event
unc_m2m_directory_hit.dirty_p	excluded	uncore event
unc_m2m_directory_hit.dirty_s	excluded	uncore event
unc_m2m_directory_lookup.any	excluded	uncore event
unc_m2m_directory_lookup.state_a	excluded	uncore event
unc_m2m_directory_lookup.state_i	excluded	uncore event
unc_m2m_directory_lookup.state_s	excluded	uncore event
unc_m2m_directory_miss.clean_a	excluded	uncore event
unc_m2m_directory_miss.clean_i	excluded	uncore event
unc_m2m_directory_miss.clean_p	excluded	uncore event
unc_m2m_directory_miss.clean_s	excluded	uncore event
unc_m2m_directory_miss.dirty_a	excluded	uncore event
unc_m2m_directory_miss.dirty_i	excluded	uncore event
unc_m2m_directory_miss.dirty_p	excluded	uncore event
unc_m2m_directory_miss.dirty_s	excluded	uncore event
unc_m2m_directory_update.a2i	excluded	uncore event
unc_m2m_directory_update.a2s	excluded	uncore event
unc_m2m_directory_update.a_to_i_hit_non_pmm	excluded	uncore event
unc_m2m_directory_update.a_to_i_miss_non_pmm	excluded	uncore event
unc_m2m_directory_update.a_to_s_hit_non_pmm	excluded	uncore event
unc_m2m_directory_update.a_to_s_miss_non_pmm	excluded	uncore event
unc_m2m_directory_update.any	excluded	uncore event
unc_m2m_directory_update.hit_non_pmm	excluded	uncore event
unc_m2m_directory_update.i2a	excluded	uncore event
unc_m2m_directory_update.i2s	excluded	uncore event
unc_m2m_directory_update.i_to_a_hit_non_pmm	excluded	uncore event
unc_m2m_directory_update.i_to_a_miss_non_pmm	excluded	uncore event
unc_m2m_directory_update.i_to_s_hit_non_pmm	excluded	uncore event
unc_m2m_directory_update.i_to_s_miss_non_pmm	excluded	uncore event
unc_m2m_directory_update.miss_non_pmm	excluded	uncore event
unc_m2m_directory_update.s2a	excluded	uncore event
unc_m2m_directory_update.s2i	excluded	uncore event
unc_m2m_directory_update.s_to_a_hit_non_pmm	excluded	uncore event
unc_m2m_directory_update.s_to_a_miss_non_pmm	excluded	uncore event
unc_m2m_directory_update.s_to_i_hit_non_pmm	excluded	uncore event
unc_m2m_directory_update.s_to_i_miss_non_pmm	excluded	uncore event
unc_m2m_egress_ordering.iv_snoopgo_dn	excluded	uncore event
unc_m2m_egress_ordering.iv_snoopgo_up	excluded	uncore event
unc_m2m_igr_starve_winner.mask7	excluded	uncore event
unc_m2m_imc_reads.all	excluded	uncore event
unc_m2m_imc_reads.ch0.to_nm1lm	excluded	uncore event
unc_m2m_imc_reads.ch0.to_nmcache	excluded	uncore event
unc_m2m_imc_reads.ch0_all	excluded	uncore event
unc_m2m_imc_reads.ch0_from_tgr	excluded	uncore event
unc_m2m_imc_reads.ch0_isoch	excluded	uncore event
unc_m2m_imc_reads.ch0_normal	excluded	uncore event
unc_m2m_imc_reads.ch0_to_ddr_as_cache	excluded	uncore event
unc_m2m_imc_reads.ch0_to_ddr_as_mem	excluded	uncore event
unc_m2m_imc_reads.ch0_to_pmm	excluded	uncore event
unc_m2m_imc_reads.ch1.to_nm1lm	excluded	uncore event
unc_m2m_imc_reads.ch1.to_nmcache	excluded	uncore event
unc_m2m_imc_reads.ch1_all	excluded	uncore event
unc_m2m_imc_reads.ch1_from_tgr	excluded	uncore event
unc_m2m_imc_reads.ch1_isoch	excluded	uncore event
unc_m2m_imc_reads.ch1_normal	excluded	uncore event
unc_m2m_imc_reads.ch1_to_ddr_as_cache	excluded	uncore event
unc_m2m_imc_reads.ch1_to_ddr_as_mem	excluded	uncore event
unc_m2m_imc_reads.ch1_to_pmm	excluded	uncore event
unc_m2m_imc_reads.from_tgr	excluded	uncore event
unc_m2m_imc_reads.isoch	excluded	uncore event
unc_m2m_imc_reads.normal	excluded	uncore event
unc_m2m_imc_reads.to_ddr_as_cache	excluded	uncore event
unc_m2m_imc_reads.to_ddr_as_mem	excluded	uncore event
unc_m2m_imc_reads.to_nm1lm	excluded	uncore event
unc_m2m_imc_reads.to_nmcache	excluded	uncore event
unc_m2m_imc_reads.to_pmm	excluded	uncore event
unc_m2m_imc_writes.all	excluded	uncore event
unc_m2m_imc_writes.ch0.ni	excluded	uncore event
unc_m2m_imc_writes.ch0_all	excluded	uncore event
unc_m2m_imc_writes.ch0_from_tgr	excluded	uncore event
unc_m2m_imc_writes.ch0_full	excluded	uncore event
unc_m2m_imc_writes.ch0_full_isoch	excluded	uncore event
unc_m2m_imc_writes.ch0_ni	excluded	uncore event
unc_m2m_imc_writes.ch0_ni_miss	excluded	uncore event
unc_m2m_imc_writes.ch0_partial	excluded	uncore event
unc_m2m_imc_writes.ch0_partial_isoch	excluded	uncore event
unc_m2m_imc_writes.ch0_to_ddr_as_cache	excluded	uncore event
unc_m2m_imc_writes.ch0_to_ddr_as_mem	excluded	uncore event
unc_m2m_imc_writes.ch0_to_pmm	excluded	uncore event
unc_m2m_imc_writes.ch1.ni	excluded	uncore event
unc_m2m_imc_writes.ch1_all	excluded	uncore event
unc_m2m_imc_writes.ch1_from_tgr	excluded	uncore event
unc_m2m_imc_writes.ch1_full	excluded	uncore event
unc_m2m_imc_writes.ch1_full_isoch	excluded	uncore event
unc_m2m_imc_writes.ch1_ni	excluded	uncore event
unc_m2m_imc_writes.ch1_ni_miss	excluded	uncore event
unc_m2m_imc_writes.ch1_partial	excluded	uncore event
unc_m2m_imc_writes.ch1_partial_isoch	excluded	uncore event
unc_m2m_imc_writes.ch1_to_ddr_as_cache	excluded	uncore event
unc_m2m_imc_writes.ch1_to_ddr_as_mem	excluded	uncore event
unc_m2m_imc_writes.ch1_to_pmm	excluded	uncore event
unc_m2m_imc_writes.from_tgr	excluded	uncore event
unc_m2m_imc_writes.full	excluded	uncore event
unc_m2m_imc_writes.full_isoch	excluded	uncore event
unc_m2m_imc_writes.ni	excluded	uncore event
unc_m2m_imc_writes.ni_miss	excluded	uncore event
unc_m2m_imc_writes.partial	excluded	uncore event
unc_m2m_imc_writes.partial_isoch	excluded	uncore event
unc_m2m_imc_writes.to_ddr_as_cache	excluded	uncore event
unc_m2m_imc_writes.to_ddr_as_mem	excluded	uncore event
unc_m2m_imc_writes.to_pmm	excluded	uncore event
unc_m2m_prefcam_cis_drops	excluded	uncore event
unc_m2m_prefcam_demand_drops.ch0_upi	excluded	uncore event
unc_m2m_prefcam_demand_drops.ch0_xpt	excluded	uncore event
unc_m2m_prefcam_demand_drops.ch1_upi	excluded	uncore event
unc_m2m_prefcam_demand_drops.ch1_xpt	excluded	uncore event
unc_m2m_prefcam_demand_drops.upi_allch	excluded	uncore event
unc_m2m_prefcam_demand_drops.xpt_allch	excluded	uncore event
unc_m2m_prefcam_demand_merge.upi_allch	excluded	uncore event
unc_m2m_prefcam_demand_merge.xpt_allch	excluded	uncore event
unc_m2m_prefcam_demand_no_merge.rd_merged	excluded	uncore event
unc_m2m_prefcam_demand_no_merge.wr_merged	excluded	uncore event
unc_m2m_prefcam_demand_no_merge.wr_squashed	excluded	uncore event
unc_m2m_prefcam_inserts.ch0_upi	excluded	uncore event
unc_m2m_prefcam_inserts.ch0_xpt	excluded	uncore event
unc_m2m_prefcam_inserts.ch1_upi	excluded	uncore event
unc_m2m_prefcam_inserts.ch1_xpt	excluded	uncore event
unc_m2m_prefcam_inserts.upi_allch	excluded	uncore event
unc_m2m_prefcam_inserts.xpt_allch	excluded	uncore event
unc_m2m_prefcam_occupancy.allch	excluded	uncore event
unc_m2m_prefcam_occupancy.ch0	excluded	uncore event
unc_m2m_prefcam_occupancy.ch1	excluded	uncore event
unc_m2m_prefcam_resp_miss.allch	excluded	uncore event
unc_m2m_prefcam_resp_miss.ch0	excluded	uncore event
unc_m2m_prefcam_resp_miss.ch1	excluded	uncore event
unc_m2m_prefcam_rxc_deallocs.1lm_posted	excluded	uncore event
unc_m2m_prefcam_rxc_deallocs.cis	excluded	uncore event
unc_m2m_prefcam_rxc_deallocs.pmm_memmode_accept	excluded	uncore event
unc_m2m_prefcam_rxc_deallocs.squashed	excluded	uncore event
unc_m2m_prefcam_rxc_occupancy	excluded	uncore event
unc_m2m_rxc_ad_inserts	excluded	uncore event
unc_m2m_rxc_ad_occupancy	excluded	uncore event
unc_m2m_tag_hit.nm_rd_hit_clean	excluded	uncore event
unc_m2m_tag_hit.nm_rd_hit_dirty	excluded	uncore event
unc_m2m_tag_hit.nm_ufill_hit_clean	excluded	uncore event
unc_m2m_tag_hit.nm_ufill_hit_dirty	excluded	uncore event
unc_m2m_tag_miss	excluded	uncore event
unc_m2m_tgr_ad_credits	excluded	uncore event
unc_m2m_tgr_bl_credits	excluded	uncore event
unc_m2m_tracker_inserts.ch0	excluded	uncore event
unc_m2m_tracker_inserts.ch1	excluded	uncore event
unc_m2m_tracker_occupancy.ch0	excluded	uncore event
unc_m2m_tracker_occupancy.ch1	excluded	uncore event
unc_m2m_wpq_flush.ch0	excluded	uncore event
unc_m2m_wpq_flush.ch1	excluded	uncore event
unc_m2m_wpq_no_reg_crd.chn0	excluded	uncore event
unc_m2m_wpq_no_reg_crd.chn1	excluded	uncore event
unc_m2m_wpq_no_spec_crd.chn0	excluded	uncore event
unc_m2m_wpq_no_spec_crd.chn1	excluded	uncore event
unc_m2m_wr_tracker_inserts.ch0	excluded	uncore event
unc_m2m_wr_tracker_inserts.ch1	excluded	uncore event
unc_m2m_wr_tracker_ne.ch0	excluded	uncore event
unc_m2m_wr_tracker_ne.ch1	excluded	uncore event
unc_m2m_wr_tracker_ne.mirr	excluded	uncore event
unc_m2m_wr_tracker_ne.mirr_nontgr	excluded	uncore event
unc_m2m_wr_tracker_ne.mirr_pwr	excluded	uncore event
unc_m2m_wr_tracker_nonposted_inserts.ch0	excluded	uncore event
unc_m2m_wr_tracker_nonposted_inserts.ch1	excluded	uncore event
unc_m2m_wr_tracker_nonposted_occupancy.ch0	excluded	uncore event
unc_m2m_wr_tracker_nonposted_occupancy.ch1	excluded	uncore event
unc_m2m_wr_tracker_posted_inserts.ch0	excluded	uncore event
unc_m2m_wr_tracker_posted_inserts.ch1	excluded	uncore event
unc_m2m_wr_tracker_posted_occupancy.ch0	excluded	uncore event
unc_m2m_wr_tracker_posted_occupancy.ch1	excluded	uncore event
unc_m3upi_cha_ad_credits_empty.req	excluded	uncore event
unc_m3upi_cha_ad_credits_empty.snp	excluded	uncore event
unc_m3upi_cha_ad_credits_empty.vna	excluded	uncore event
unc_m3upi_cha_ad_credits_empty.wb	excluded	uncore event
unc_m3upi_clockticks	excluded	uncore event
unc_m3upi_cms_clockticks	excluded	uncore event
unc_m3upi_d2c_sent	excluded	uncore event
unc_m3upi_d2u_sent	excluded	uncore event
unc_m3upi_egress_ordering.iv_snoopgo_dn	excluded	uncore event
unc_m3upi_egress_ordering.iv_snoopgo_up	excluded	uncore event
unc_m3upi_m2_bl_credits_empty.iio1_ncb	excluded	uncore event
unc_m3upi_m2_bl_credits_empty.iio2_ncb	excluded	uncore event
unc_m3upi_m2_bl_credits_empty.iio3_ncb	excluded	uncore event
unc_m3upi_m2_bl_credits_empty.iio4_ncb	excluded	uncore event
unc_m3upi_m2_bl_credits_empty.iio5_ncb	excluded	uncore event
unc_m3upi_m2_bl_credits_empty.ncs	excluded	uncore event
unc_m3upi_m2_bl_credits_empty.ncs_sel	excluded	uncore event
unc_m3upi_m2_bl_credits_empty.ubox_ncb	excluded	uncore event
unc_m3upi_multi_slot_rcvd.ad_slot0	excluded	uncore event
unc_m3upi_multi_slot_rcvd.ad_slot1	excluded	uncore event
unc_m3upi_multi_slot_rcvd.ad_slot2	excluded	uncore event
unc_m3upi_multi_slot_rcvd.ak_slot0	excluded	uncore event
unc_m3upi_multi_slot_rcvd.ak_slot2	excluded	uncore event
unc_m3upi_multi_slot_rcvd.bl_slot0	excluded	uncore event
unc_m3upi_rxc_arb_lost_vn0.ad_req	excluded	uncore event
unc_m3upi_rxc_arb_lost_vn0.ad_rsp	excluded	uncore event
unc_m3upi_rxc_arb_lost_vn0.ad_snp	excluded	uncore event
unc_m3upi_rxc_arb_lost_vn0.bl_ncb	excluded	uncore event
unc_m3upi_rxc_arb_lost_vn0.bl_ncs	excluded	uncore event
unc_m3upi_rxc_arb_lost_vn0.bl_rsp	excluded	uncore event
unc_m3upi_rxc_arb_lost_vn0.bl_wb	excluded	uncore event
unc_m3upi_rxc_arb_lost_vn1.ad_req	excluded	uncore event
unc_m3upi_rxc_arb_lost_vn1.ad_rsp	excluded	uncore event
unc_m3upi_rxc_arb_lost_vn1.ad_snp	excluded	uncore event
unc_m3upi_rxc_arb_lost_vn1.bl_ncb	excluded	uncore event
unc_m3upi_rxc_arb_lost_vn1.bl_ncs	excluded	uncore event
unc_m3upi_rxc_arb_lost_vn1.bl_rsp	excluded	uncore event
unc_m3upi_rxc_arb_lost_vn1.bl_wb	excluded	uncore event
unc_m3upi_rxc_arb_misc.adbl_parallel_win_vn0	excluded	uncore event
unc_m3upi_rxc_arb_misc.adbl_parallel_win_vn1	excluded	uncore event
unc_m3upi_rxc_arb_misc.all_parallel_win	excluded	uncore event
unc_m3upi_rxc_arb_misc.no_prog_ad_vn0	excluded	uncore event
unc_m3upi_rxc_arb_misc.no_prog_ad_vn1	excluded	uncore event
unc_m3upi_rxc_arb_misc.no_prog_bl_vn0	excluded	uncore event
