name	status	reason
syscalls:sys_enter_add_key	excluded	tracepoint event
syscalls:sys_enter_adjtimex	excluded	tracepoint event
syscalls:sys_enter_alarm	excluded	tracepoint event
syscalls:sys_enter_arch_prctl	excluded	tracepoint event
syscalls:sys_enter_bind	excluded	tracepoint event
syscalls:sys_enter_bpf	excluded	tracepoint event
syscalls:sys_enter_brk	excluded	tracepoint event
syscalls:sys_enter_cachestat	excluded	tracepoint event
syscalls:sys_enter_capget	excluded	tracepoint event
syscalls:sys_enter_capset	excluded	tracepoint event
syscalls:sys_enter_chdir	excluded	tracepoint event
syscalls:sys_enter_chmod	excluded	tracepoint event
syscalls:sys_enter_chown	excluded	tracepoint event
syscalls:sys_enter_chroot	excluded	tracepoint event
syscalls:sys_enter_clock_adjtime	excluded	tracepoint event
syscalls:sys_enter_clock_getres	excluded	tracepoint event
syscalls:sys_enter_clock_gettime	excluded	tracepoint event
syscalls:sys_enter_clock_nanosleep	excluded	tracepoint event
syscalls:sys_enter_clock_settime	excluded	tracepoint event
syscalls:sys_enter_clone	excluded	tracepoint event
syscalls:sys_enter_clone3	excluded	tracepoint event
syscalls:sys_enter_close	excluded	tracepoint event
syscalls:sys_enter_close_range	excluded	tracepoint event
syscalls:sys_enter_connect	excluded	tracepoint event
syscalls:sys_enter_copy_file_range	excluded	tracepoint event
syscalls:sys_enter_creat	excluded	tracepoint event
syscalls:sys_enter_delete_module	excluded	tracepoint event
syscalls:sys_enter_dup	excluded	tracepoint event
syscalls:sys_enter_dup2	excluded	tracepoint event
syscalls:sys_enter_dup3	excluded	tracepoint event
syscalls:sys_enter_epoll_create	excluded	tracepoint event
syscalls:sys_enter_epoll_create1	excluded	tracepoint event
syscalls:sys_enter_epoll_ctl	excluded	tracepoint event
syscalls:sys_enter_epoll_pwait	excluded	tracepoint event
syscalls:sys_enter_epoll_pwait2	excluded	tracepoint event
syscalls:sys_enter_epoll_wait	excluded	tracepoint event
syscalls:sys_enter_eventfd	excluded	tracepoint event
syscalls:sys_enter_eventfd2	excluded	tracepoint event
syscalls:sys_enter_execve	excluded	tracepoint event
syscalls:sys_enter_execveat	excluded	tracepoint event
syscalls:sys_enter_exit	excluded	tracepoint event
syscalls:sys_enter_exit_group	excluded	tracepoint event
syscalls:sys_enter_faccessat	excluded	tracepoint event
syscalls:sys_enter_faccessat2	excluded	tracepoint event
syscalls:sys_enter_fadvise64	excluded	tracepoint event
syscalls:sys_enter_fallocate	excluded	tracepoint event
syscalls:sys_enter_fanotify_init	excluded	tracepoint event
syscalls:sys_enter_fanotify_mark	excluded	tracepoint event
syscalls:sys_enter_fchdir	excluded	tracepoint event
syscalls:sys_enter_fchmod	excluded	tracepoint event
syscalls:sys_enter_fchmodat	excluded	tracepoint event
syscalls:sys_enter_fchmodat2	excluded	tracepoint event
syscalls:sys_enter_fchown	excluded	tracepoint event
syscalls:sys_enter_fchownat	excluded	tracepoint event
syscalls:sys_enter_fcntl	excluded	tracepoint event
syscalls:sys_enter_fdatasync	excluded	tracepoint event
syscalls:sys_enter_fgetxattr	excluded	tracepoint event
syscalls:sys_enter_file_getattr	excluded	tracepoint event
syscalls:sys_enter_file_setattr	excluded	tracepoint event
syscalls:sys_enter_finit_module	excluded	tracepoint event
syscalls:sys_enter_flistxattr	excluded	tracepoint event
syscalls:sys_enter_flock	excluded	tracepoint event
syscalls:sys_enter_fork	excluded	tracepoint event
syscalls:sys_enter_fremovexattr	excluded	tracepoint event
syscalls:sys_enter_fsconfig	excluded	tracepoint event
syscalls:sys_enter_fsetxattr	excluded	tracepoint event
syscalls:sys_enter_fsmount	excluded	tracepoint event
syscalls:sys_enter_fsopen	excluded	tracepoint event
syscalls:sys_enter_fspick	excluded	tracepoint event
syscalls:sys_enter_fstatfs	excluded	tracepoint event
syscalls:sys_enter_fsync	excluded	tracepoint event
syscalls:sys_enter_ftruncate	excluded	tracepoint event
syscalls:sys_enter_futex	excluded	tracepoint event
syscalls:sys_enter_futex_requeue	excluded	tracepoint event
syscalls:sys_enter_futex_wait	excluded	tracepoint event
syscalls:sys_enter_futex_waitv	excluded	tracepoint event
syscalls:sys_enter_futex_wake	excluded	tracepoint event
syscalls:sys_enter_futimesat	excluded	tracepoint event
syscalls:sys_enter_get_mempolicy	excluded	tracepoint event
syscalls:sys_enter_get_robust_list	excluded	tracepoint event
syscalls:sys_enter_getcpu	excluded	tracepoint event
syscalls:sys_enter_getcwd	excluded	tracepoint event
syscalls:sys_enter_getdents	excluded	tracepoint event
syscalls:sys_enter_getdents64	excluded	tracepoint event
syscalls:sys_enter_getegid	excluded	tracepoint event
syscalls:sys_enter_geteuid	excluded	tracepoint event
syscalls:sys_enter_getgid	excluded	tracepoint event
syscalls:sys_enter_getgroups	excluded	tracepoint event
syscalls:sys_enter_getitimer	excluded	tracepoint event
syscalls:sys_enter_getpeername	excluded	tracepoint event
syscalls:sys_enter_getpgid	excluded	tracepoint event
syscalls:sys_enter_getpgrp	excluded	tracepoint event
syscalls:sys_enter_getpid	excluded	tracepoint event
syscalls:sys_enter_getppid	excluded	tracepoint event
syscalls:sys_enter_getpriority	excluded	tracepoint event
syscalls:sys_enter_getrandom	excluded	tracepoint event
syscalls:sys_enter_getresgid	excluded	tracepoint event
syscalls:sys_enter_getresuid	excluded	tracepoint event
syscalls:sys_enter_getrlimit	excluded	tracepoint event
syscalls:sys_enter_getrusage	excluded	tracepoint event
syscalls:sys_enter_getsid	excluded	tracepoint event
syscalls:sys_enter_getsockname	excluded	tracepoint event
syscalls:sys_enter_getsockopt	excluded	tracepoint event
syscalls:sys_enter_gettid	excluded	tracepoint event
syscalls:sys_enter_gettimeofday	excluded	tracepoint event
syscalls:sys_enter_getuid	excluded	tracepoint event
syscalls:sys_enter_getxattr	excluded	tracepoint event
syscalls:sys_enter_getxattrat	excluded	tracepoint event
syscalls:sys_enter_init_module	excluded	tracepoint event
syscalls:sys_enter_inotify_add_watch	excluded	tracepoint event
syscalls:sys_enter_inotify_init	excluded	tracepoint event
syscalls:sys_enter_inotify_init1	excluded	tracepoint event
syscalls:sys_enter_inotify_rm_watch	excluded	tracepoint event
syscalls:sys_enter_io_cancel	excluded	tracepoint event
syscalls:sys_enter_io_destroy	excluded	tracepoint event
syscalls:sys_enter_io_getevents	excluded	tracepoint event
syscalls:sys_enter_io_pgetevents	excluded	tracepoint event
syscalls:sys_enter_io_setup	excluded	tracepoint event
syscalls:sys_enter_io_submit	excluded	tracepoint event
syscalls:sys_enter_io_uring_enter	excluded	tracepoint event
syscalls:sys_enter_io_uring_register	excluded	tracepoint event
syscalls:sys_enter_io_uring_setup	excluded	tracepoint event
syscalls:sys_enter_ioctl	excluded	tracepoint event
syscalls:sys_enter_ioperm	excluded	tracepoint event
syscalls:sys_enter_iopl	excluded	tracepoint event
syscalls:sys_enter_ioprio_get	excluded	tracepoint event
syscalls:sys_enter_ioprio_set	excluded	tracepoint event
syscalls:sys_enter_kcmp	excluded	tracepoint event
syscalls:sys_enter_keyctl	excluded	tracepoint event
syscalls:sys_enter_kill	excluded	tracepoint event
syscalls:sys_enter_landlock_add_rule	excluded	tracepoint event
syscalls:sys_enter_landlock_create_ruleset	excluded	tracepoint event
syscalls:sys_enter_landlock_restrict_self	excluded	tracepoint event
syscalls:sys_enter_lchown	excluded	tracepoint event
syscalls:sys_enter_lgetxattr	excluded	tracepoint event
syscalls:sys_enter_link	excluded	tracepoint event
syscalls:sys_enter_linkat	excluded	tracepoint event
syscalls:sys_enter_listen	excluded	tracepoint event
syscalls:sys_enter_listmount	excluded	tracepoint event
syscalls:sys_enter_listxattr	excluded	tracepoint event
syscalls:sys_enter_listxattrat	excluded	tracepoint event
syscalls:sys_enter_llistxattr	excluded	tracepoint event
syscalls:sys_enter_lremovexattr	excluded	tracepoint event
syscalls:sys_enter_lseek	excluded	tracepoint event
syscalls:sys_enter_lsetxattr	excluded	tracepoint event
syscalls:sys_enter_lsm_get_self_attr	excluded	tracepoint event
syscalls:sys_enter_lsm_list_modules	excluded	tracepoint event
syscalls:sys_enter_lsm_set_self_attr	excluded	tracepoint event
syscalls:sys_enter_madvise	excluded	tracepoint event
syscalls:sys_enter_map_shadow_stack	excluded	tracepoint event
syscalls:sys_enter_mbind	excluded	tracepoint event
syscalls:sys_enter_membarrier	excluded	tracepoint event
syscalls:sys_enter_memfd_create	excluded	tracepoint event
syscalls:sys_enter_memfd_secret	excluded	tracepoint event
syscalls:sys_enter_migrate_pages	excluded	tracepoint event
syscalls:sys_enter_mincore	excluded	tracepoint event
syscalls:sys_enter_mkdir	excluded	tracepoint event
syscalls:sys_enter_mkdirat	excluded	tracepoint event
syscalls:sys_enter_mknod	excluded	tracepoint event
syscalls:sys_enter_mknodat	excluded	tracepoint event
syscalls:sys_enter_mlock	excluded	tracepoint event
syscalls:sys_enter_mlock2	excluded	tracepoint event
syscalls:sys_enter_mlockall	excluded	tracepoint event
syscalls:sys_enter_mmap	excluded	tracepoint event
syscalls:sys_enter_modify_ldt	excluded	tracepoint event
syscalls:sys_enter_mount	excluded	tracepoint event
syscalls:sys_enter_mount_setattr	excluded	tracepoint event
syscalls:sys_enter_move_mount	excluded	tracepoint event
syscalls:sys_enter_move_pages	excluded	tracepoint event
syscalls:sys_enter_mprotect	excluded	tracepoint event
syscalls:sys_enter_mq_getsetattr	excluded	tracepoint event
syscalls:sys_enter_mq_notify	excluded	tracepoint event
syscalls:sys_enter_mq_open	excluded	tracepoint event
syscalls:sys_enter_mq_timedreceive	excluded	tracepoint event
syscalls:sys_enter_mq_timedsend	excluded	tracepoint event
syscalls:sys_enter_mq_unlink	excluded	tracepoint event
syscalls:sys_enter_mremap	excluded	tracepoint event
syscalls:sys_enter_mseal	excluded	tracepoint event
syscalls:sys_enter_msgctl	excluded	tracepoint event
syscalls:sys_enter_msgget	excluded	tracepoint event
syscalls:sys_enter_msgrcv	excluded	tracepoint event
syscalls:sys_enter_msgsnd	excluded	tracepoint event
syscalls:sys_enter_msync	excluded	tracepoint event
syscalls:sys_enter_munlock	excluded	tracepoint event
syscalls:sys_enter_munlockall	excluded	tracepoint event
syscalls:sys_enter_munmap	excluded	tracepoint event
syscalls:sys_enter_name_to_handle_at	excluded	tracepoint event
syscalls:sys_enter_nanosleep	excluded	tracepoint event
syscalls:sys_enter_newfstat	excluded	tracepoint event
syscalls:sys_enter_newfstatat	excluded	tracepoint event
syscalls:sys_enter_newlstat	excluded	tracepoint event
syscalls:sys_enter_newstat	excluded	tracepoint event
syscalls:sys_enter_newuname	excluded	tracepoint event
syscalls:sys_enter_open	excluded	tracepoint event
syscalls:sys_enter_open_by_handle_at	excluded	tracepoint event
syscalls:sys_enter_open_tree	excluded	tracepoint event
syscalls:sys_enter_open_tree_attr	excluded	tracepoint event
syscalls:sys_enter_openat	excluded	tracepoint event
syscalls:sys_enter_openat2	excluded	tracepoint event
syscalls:sys_enter_pause	excluded	tracepoint event
syscalls:sys_enter_perf_event_open	excluded	tracepoint event
syscalls:sys_enter_personality	excluded	tracepoint event
syscalls:sys_enter_pidfd_getfd	excluded	tracepoint event
syscalls:sys_enter_pidfd_open	excluded	tracepoint event
syscalls:sys_enter_pidfd_send_signal	excluded	tracepoint event
syscalls:sys_enter_pipe	excluded	tracepoint event
syscalls:sys_enter_pipe2	excluded	tracepoint event
syscalls:sys_enter_pivot_root	excluded	tracepoint event
syscalls:sys_enter_pkey_alloc	excluded	tracepoint event
syscalls:sys_enter_pkey_free	excluded	tracepoint event
syscalls:sys_enter_pkey_mprotect	excluded	tracepoint event
syscalls:sys_enter_poll	excluded	tracepoint event
syscalls:sys_enter_ppoll	excluded	tracepoint event
syscalls:sys_enter_prctl	excluded	tracepoint event
syscalls:sys_enter_pread64	excluded	tracepoint event
syscalls:sys_enter_preadv	excluded	tracepoint event
syscalls:sys_enter_preadv2	excluded	tracepoint event
syscalls:sys_enter_prlimit64	excluded	tracepoint event
syscalls:sys_enter_process_madvise	excluded	tracepoint event
syscalls:sys_enter_process_mrelease	excluded	tracepoint event
syscalls:sys_enter_process_vm_readv	excluded	tracepoint event
syscalls:sys_enter_process_vm_writev	excluded	tracepoint event
syscalls:sys_enter_pselect6	excluded	tracepoint event
syscalls:sys_enter_ptrace	excluded	tracepoint event
syscalls:sys_enter_pwrite64	excluded	tracepoint event
syscalls:sys_enter_pwritev	excluded	tracepoint event
syscalls:sys_enter_pwritev2	excluded	tracepoint event
syscalls:sys_enter_quotactl	excluded	tracepoint event
syscalls:sys_enter_quotactl_fd	excluded	tracepoint event
syscalls:sys_enter_read	excluded	tracepoint event
syscalls:sys_enter_readahead	excluded	tracepoint event
syscalls:sys_enter_readlink	excluded	tracepoint event
syscalls:sys_enter_readlinkat	excluded	tracepoint event
syscalls:sys_enter_readv	excluded	tracepoint event
syscalls:sys_enter_reboot	excluded	tracepoint event
syscalls:sys_enter_recvfrom	excluded	tracepoint event
syscalls:sys_enter_recvmmsg	excluded	tracepoint event
syscalls:sys_enter_recvmsg	excluded	tracepoint event
syscalls:sys_enter_remap_file_pages	excluded	tracepoint event
syscalls:sys_enter_removexattr	excluded	tracepoint event
syscalls:sys_enter_removexattrat	excluded	tracepoint event
syscalls:sys_enter_rename	excluded	tracepoint event
syscalls:sys_enter_renameat	excluded	tracepoint event
syscalls:sys_enter_renameat2	excluded	tracepoint event
syscalls:sys_enter_request_key	excluded	tracepoint event
syscalls:sys_enter_restart_syscall	excluded	tracepoint event
syscalls:sys_enter_rmdir	excluded	tracepoint event
syscalls:sys_enter_rseq	excluded	tracepoint event
syscalls:sys_enter_rt_sigaction	excluded	tracepoint event
syscalls:sys_enter_rt_sigpending	excluded	tracepoint event
syscalls:sys_enter_rt_sigprocmask	excluded	tracepoint event
syscalls:sys_enter_rt_sigqueueinfo	excluded	tracepoint event
syscalls:sys_enter_rt_sigreturn	excluded	tracepoint event
syscalls:sys_enter_rt_sigsuspend	excluded	tracepoint event
syscalls:sys_enter_rt_sigtimedwait	excluded	tracepoint event
syscalls:sys_enter_rt_tgsigqueueinfo	excluded	tracepoint event
syscalls:sys_enter_sched_get_priority_max	excluded	tracepoint event
syscalls:sys_enter_sched_get_priority_min	excluded	tracepoint event
syscalls:sys_enter_sched_getaffinity	excluded	tracepoint event
syscalls:sys_enter_sched_getattr	excluded	tracepoint event
syscalls:sys_enter_sched_getparam	excluded	tracepoint event
syscalls:sys_enter_sched_getscheduler	excluded	tracepoint event
syscalls:sys_enter_sched_rr_get_interval	excluded	tracepoint event
syscalls:sys_enter_sched_setaffinity	excluded	tracepoint event
syscalls:sys_enter_sched_setattr	excluded	tracepoint event
syscalls:sys_enter_sched_setparam	excluded	tracepoint event
syscalls:sys_enter_sched_setscheduler	excluded	tracepoint event
syscalls:sys_enter_sched_yield	excluded	tracepoint event
syscalls:sys_enter_seccomp	excluded	tracepoint event
syscalls:sys_enter_select	excluded	tracepoint event
syscalls:sys_enter_semctl	excluded	tracepoint event
syscalls:sys_enter_semget	excluded	tracepoint event
syscalls:sys_enter_semop	excluded	tracepoint event
syscalls:sys_enter_semtimedop	excluded	tracepoint event
syscalls:sys_enter_sendfile64	excluded	tracepoint event
syscalls:sys_enter_sendmmsg	excluded	tracepoint event
syscalls:sys_enter_sendmsg	excluded	tracepoint event
syscalls:sys_enter_sendto	excluded	tracepoint event
syscalls:sys_enter_set_mempolicy	excluded	tracepoint event
syscalls:sys_enter_set_mempolicy_home_node	excluded	tracepoint event
syscalls:sys_enter_set_robust_list	excluded	tracepoint event
syscalls:sys_enter_set_tid_address	excluded	tracepoint event
syscalls:sys_enter_setdomainname	excluded	tracepoint event
syscalls:sys_enter_setfsgid	excluded	tracepoint event
syscalls:sys_enter_setfsuid	excluded	tracepoint event
syscalls:sys_enter_setgid	excluded	tracepoint event
syscalls:sys_enter_setgroups	excluded	tracepoint event
syscalls:sys_enter_sethostname	excluded	tracepoint event
syscalls:sys_enter_setitimer	excluded	tracepoint event
syscalls:sys_enter_setns	excluded	tracepoint event
syscalls:sys_enter_setpgid	excluded	tracepoint event
syscalls:sys_enter_setpriority	excluded	tracepoint event
syscalls:sys_enter_setregid	excluded	tracepoint event
syscalls:sys_enter_setresgid	excluded	tracepoint event
syscalls:sys_enter_setresuid	excluded	tracepoint event
syscalls:sys_enter_setreuid	excluded	tracepoint event
syscalls:sys_enter_setrlimit	excluded	tracepoint event
syscalls:sys_enter_setsid	excluded	tracepoint event
syscalls:sys_enter_setsockopt	excluded	tracepoint event
syscalls:sys_enter_settimeofday	excluded	tracepoint event
syscalls:sys_enter_setuid	excluded	tracepoint event
syscalls:sys_enter_setxattr	excluded	tracepoint event
syscalls:sys_enter_setxattrat	excluded	tracepoint event
syscalls:sys_enter_shmat	excluded	tracepoint event
syscalls:sys_enter_shmctl	excluded	tracepoint event
syscalls:sys_enter_shmdt	excluded	tracepoint event
syscalls:sys_enter_shmget	excluded	tracepoint event
syscalls:sys_enter_shutdown	excluded	tracepoint event
syscalls:sys_enter_sigaltstack	excluded	tracepoint event
syscalls:sys_enter_signalfd	excluded	tracepoint event
syscalls:sys_enter_signalfd4	excluded	tracepoint event
syscalls:sys_enter_socket	excluded	tracepoint event
syscalls:sys_enter_socketpair	excluded	tracepoint event
syscalls:sys_enter_splice	excluded	tracepoint event
syscalls:sys_enter_statfs	excluded	tracepoint event
syscalls:sys_enter_statmount	excluded	tracepoint event
syscalls:sys_enter_statx	excluded	tracepoint event
syscalls:sys_enter_swapoff	excluded	tracepoint event
syscalls:sys_enter_swapon	excluded	tracepoint event
syscalls:sys_enter_symlink	excluded	tracepoint event
syscalls:sys_enter_symlinkat	excluded	tracepoint event
syscalls:sys_enter_sync	excluded	tracepoint event
syscalls:sys_enter_sync_file_range	excluded	tracepoint event
syscalls:sys_enter_syncfs	excluded	tracepoint event
syscalls:sys_enter_sysfs	excluded	tracepoint event
syscalls:sys_enter_sysinfo	excluded	tracepoint event
syscalls:sys_enter_syslog	excluded	tracepoint event
syscalls:sys_enter_tee	excluded	tracepoint event
syscalls:sys_enter_tgkill	excluded	tracepoint event
syscalls:sys_enter_time	excluded	tracepoint event
syscalls:sys_enter_timer_create	excluded	tracepoint event
syscalls:sys_enter_timer_delete	excluded	tracepoint event
syscalls:sys_enter_timer_getoverrun	excluded	tracepoint event
syscalls:sys_enter_timer_gettime	excluded	tracepoint event
syscalls:sys_enter_timer_settime	excluded	tracepoint event
syscalls:sys_enter_timerfd_create	excluded	tracepoint event
syscalls:sys_enter_timerfd_gettime	excluded	tracepoint event
syscalls:sys_enter_timerfd_settime	excluded	tracepoint event
syscalls:sys_enter_times	excluded	tracepoint event
syscalls:sys_enter_tkill	excluded	tracepoint event
syscalls:sys_enter_truncate	excluded	tracepoint event
syscalls:sys_enter_umask	excluded	tracepoint event
syscalls:sys_enter_umount	excluded	tracepoint event
syscalls:sys_enter_unlink	excluded	tracepoint event
syscalls:sys_enter_unlinkat	excluded	tracepoint event
syscalls:sys_enter_unshare	excluded	tracepoint event
syscalls:sys_enter_uretprobe	excluded	tracepoint event
syscalls:sys_enter_userfaultfd	excluded	tracepoint event
syscalls:sys_enter_ustat	excluded	tracepoint event
syscalls:sys_enter_utime	excluded	tracepoint event
syscalls:sys_enter_utimensat	excluded	tracepoint event
syscalls:sys_enter_utimes	excluded	tracepoint event
syscalls:sys_enter_vfork	excluded	tracepoint event
syscalls:sys_enter_vhangup	excluded	tracepoint event
syscalls:sys_enter_vmsplice	excluded	tracepoint event
syscalls:sys_enter_wait4	excluded	tracepoint event
syscalls:sys_enter_waitid	excluded	tracepoint event
syscalls:sys_enter_write	excluded	tracepoint event
syscalls:sys_enter_writev	excluded	tracepoint event
syscalls:sys_exit_accept	excluded	tracepoint event
syscalls:sys_exit_accept4	excluded	tracepoint event
syscalls:sys_exit_access	excluded	tracepoint event
syscalls:sys_exit_acct	excluded	tracepoint event
syscalls:sys_exit_add_key	excluded	tracepoint event
syscalls:sys_exit_adjtimex	excluded	tracepoint event
syscalls:sys_exit_alarm	excluded	tracepoint event
syscalls:sys_exit_arch_prctl	excluded	tracepoint event
syscalls:sys_exit_bind	excluded	tracepoint event
syscalls:sys_exit_bpf	excluded	tracepoint event
syscalls:sys_exit_brk	excluded	tracepoint event
syscalls:sys_exit_cachestat	excluded	tracepoint event
syscalls:sys_exit_capget	excluded	tracepoint event
syscalls:sys_exit_capset	excluded	tracepoint event
syscalls:sys_exit_chdir	excluded	tracepoint event
syscalls:sys_exit_chmod	excluded	tracepoint event
syscalls:sys_exit_chown	excluded	tracepoint event
syscalls:sys_exit_chroot	excluded	tracepoint event
syscalls:sys_exit_clock_adjtime	excluded	tracepoint event
syscalls:sys_exit_clock_getres	excluded	tracepoint event
syscalls:sys_exit_clock_gettime	excluded	tracepoint event
syscalls:sys_exit_clock_nanosleep	excluded	tracepoint event
syscalls:sys_exit_clock_settime	excluded	tracepoint event
syscalls:sys_exit_clone	excluded	tracepoint event
syscalls:sys_exit_clone3	excluded	tracepoint event
syscalls:sys_exit_close	excluded	tracepoint event
syscalls:sys_exit_close_range	excluded	tracepoint event
syscalls:sys_exit_connect	excluded	tracepoint event
syscalls:sys_exit_copy_file_range	excluded	tracepoint event
syscalls:sys_exit_creat	excluded	tracepoint event
syscalls:sys_exit_delete_module	excluded	tracepoint event
syscalls:sys_exit_dup	excluded	tracepoint event
syscalls:sys_exit_dup2	excluded	tracepoint event
syscalls:sys_exit_dup3	excluded	tracepoint event
syscalls:sys_exit_epoll_create	excluded	tracepoint event
syscalls:sys_exit_epoll_create1	excluded	tracepoint event
syscalls:sys_exit_epoll_ctl	excluded	tracepoint event
syscalls:sys_exit_epoll_pwait	excluded	tracepoint event
syscalls:sys_exit_epoll_pwait2	excluded	tracepoint event
syscalls:sys_exit_epoll_wait	excluded	tracepoint event
syscalls:sys_exit_eventfd	excluded	tracepoint event
syscalls:sys_exit_eventfd2	excluded	tracepoint event
syscalls:sys_exit_execve	excluded	tracepoint event
syscalls:sys_exit_execveat	excluded	tracepoint event
syscalls:sys_exit_exit	excluded	tracepoint event
syscalls:sys_exit_exit_group	excluded	tracepoint event
syscalls:sys_exit_faccessat	excluded	tracepoint event
syscalls:sys_exit_faccessat2	excluded	tracepoint event
syscalls:sys_exit_fadvise64	excluded	tracepoint event
syscalls:sys_exit_fallocate	excluded	tracepoint event
syscalls:sys_exit_fanotify_init	excluded	tracepoint event
syscalls:sys_exit_fanotify_mark	excluded	tracepoint event
syscalls:sys_exit_fchdir	excluded	tracepoint event
syscalls:sys_exit_fchmod	excluded	tracepoint event
syscalls:sys_exit_fchmodat	excluded	tracepoint event
syscalls:sys_exit_fchmodat2	excluded	tracepoint event
syscalls:sys_exit_fchown	excluded	tracepoint event
syscalls:sys_exit_fchownat	excluded	tracepoint event
syscalls:sys_exit_fcntl	excluded	tracepoint event
syscalls:sys_exit_fdatasync	excluded	tracepoint event
syscalls:sys_exit_fgetxattr	excluded	tracepoint event
syscalls:sys_exit_file_getattr	excluded	tracepoint event
syscalls:sys_exit_file_setattr	excluded	tracepoint event
syscalls:sys_exit_finit_module	excluded	tracepoint event
syscalls:sys_exit_flistxattr	excluded	tracepoint event
syscalls:sys_exit_flock	excluded	tracepoint event
syscalls:sys_exit_fork	excluded	tracepoint event
syscalls:sys_exit_fremovexattr	excluded	tracepoint event
syscalls:sys_exit_fsconfig	excluded	tracepoint event
syscalls:sys_exit_fsetxattr	excluded	tracepoint event
syscalls:sys_exit_fsmount	excluded	tracepoint event
syscalls:sys_exit_fsopen	excluded	tracepoint event
syscalls:sys_exit_fspick	excluded	tracepoint event
syscalls:sys_exit_fstatfs	excluded	tracepoint event
syscalls:sys_exit_fsync	excluded	tracepoint event
syscalls:sys_exit_ftruncate	excluded	tracepoint event
syscalls:sys_exit_futex	excluded	tracepoint event
syscalls:sys_exit_futex_requeue	excluded	tracepoint event
syscalls:sys_exit_futex_wait	excluded	tracepoint event
syscalls:sys_exit_futex_waitv	excluded	tracepoint event
syscalls:sys_exit_futex_wake	excluded	tracepoint event
syscalls:sys_exit_futimesat	excluded	tracepoint event
syscalls:sys_exit_get_mempolicy	excluded	tracepoint event
syscalls:sys_exit_get_robust_list	excluded	tracepoint event
syscalls:sys_exit_getcpu	excluded	tracepoint event
syscalls:sys_exit_getcwd	excluded	tracepoint event
syscalls:sys_exit_getdents	excluded	tracepoint event
syscalls:sys_exit_getdents64	excluded	tracepoint event
syscalls:sys_exit_getegid	excluded	tracepoint event
syscalls:sys_exit_geteuid	excluded	tracepoint event
syscalls:sys_exit_getgid	excluded	tracepoint event
syscalls:sys_exit_getgroups	excluded	tracepoint event
syscalls:sys_exit_getitimer	excluded	tracepoint event
syscalls:sys_exit_getpeername	excluded	tracepoint event
syscalls:sys_exit_getpgid	excluded	tracepoint event
syscalls:sys_exit_getpgrp	excluded	tracepoint event
syscalls:sys_exit_getpid	excluded	tracepoint event
syscalls:sys_exit_getppid	excluded	tracepoint event
syscalls:sys_exit_getpriority	excluded	tracepoint event
syscalls:sys_exit_getrandom	excluded	tracepoint event
syscalls:sys_exit_getresgid	excluded	tracepoint event
syscalls:sys_exit_getresuid	excluded	tracepoint event
syscalls:sys_exit_getrlimit	excluded	tracepoint event
syscalls:sys_exit_getrusage	excluded	tracepoint event
syscalls:sys_exit_getsid	excluded	tracepoint event
syscalls:sys_exit_getsockname	excluded	tracepoint event
syscalls:sys_exit_getsockopt	excluded	tracepoint event
syscalls:sys_exit_gettid	excluded	tracepoint event
syscalls:sys_exit_gettimeofday	excluded	tracepoint event
syscalls:sys_exit_getuid	excluded	tracepoint event
syscalls:sys_exit_getxattr	excluded	tracepoint event
syscalls:sys_exit_getxattrat	excluded	tracepoint event
syscalls:sys_exit_init_module	excluded	tracepoint event
syscalls:sys_exit_inotify_add_watch	excluded	tracepoint event
syscalls:sys_exit_inotify_init	excluded	tracepoint event
syscalls:sys_exit_inotify_init1	excluded	tracepoint event
syscalls:sys_exit_inotify_rm_watch	excluded	tracepoint event
syscalls:sys_exit_io_cancel	excluded	tracepoint event
syscalls:sys_exit_io_destroy	excluded	tracepoint event
syscalls:sys_exit_io_getevents	excluded	tracepoint event
syscalls:sys_exit_io_pgetevents	excluded	tracepoint event
syscalls:sys_exit_io_setup	excluded	tracepoint event
syscalls:sys_exit_io_submit	excluded	tracepoint event
syscalls:sys_exit_io_uring_enter	excluded	tracepoint event
syscalls:sys_exit_io_uring_register	excluded	tracepoint event
syscalls:sys_exit_io_uring_setup	excluded	tracepoint event
syscalls:sys_exit_ioctl	excluded	tracepoint event
syscalls:sys_exit_ioperm	excluded	tracepoint event
syscalls:sys_exit_iopl	excluded	tracepoint event
syscalls:sys_exit_ioprio_get	excluded	tracepoint event
syscalls:sys_exit_ioprio_set	excluded	tracepoint event
syscalls:sys_exit_kcmp	excluded	tracepoint event
syscalls:sys_exit_keyctl	excluded	tracepoint event
syscalls:sys_exit_kill	excluded	tracepoint event
syscalls:sys_exit_landlock_add_rule	excluded	tracepoint event
syscalls:sys_exit_landlock_create_ruleset	excluded	tracepoint event
syscalls:sys_exit_landlock_restrict_self	excluded	tracepoint event
syscalls:sys_exit_lchown	excluded	tracepoint event
syscalls:sys_exit_lgetxattr	excluded	tracepoint event
syscalls:sys_exit_link	excluded	tracepoint event
syscalls:sys_exit_linkat	excluded	tracepoint event
syscalls:sys_exit_listen	excluded	tracepoint event
syscalls:sys_exit_listmount	excluded	tracepoint event
syscalls:sys_exit_listxattr	excluded	tracepoint event
syscalls:sys_exit_listxattrat	excluded	tracepoint event
syscalls:sys_exit_llistxattr	excluded	tracepoint event
syscalls:sys_exit_lremovexattr	excluded	tracepoint event
syscalls:sys_exit_lseek	excluded	tracepoint event
syscalls:sys_exit_lsetxattr	excluded	tracepoint event
