event	round	count	exit
cache-references:u	1	604774	0
cache-references:u	2	604090	0
tx-commit:u	1	0	0
tx-commit:u	2	0	0
tx-commit:u	3	0	0
tx-commit:u	4	0	0
tx-commit:u	5	0	0
l2_rqsts.code_rd_miss:u	1	693	0
l2_rqsts.code_rd_miss:u	2	637	0
mem_inst_retired.stlb_miss_stores:u	1	10002	0
mem_inst_retired.stlb_miss_stores:u	2	10003	0
sw_prefetch_access.prefetchw:u	1	0	0
sw_prefetch_access.prefetchw:u	2	0	0
sw_prefetch_access.prefetchw:u	3	0	0
sw_prefetch_access.prefetchw:u	4	0	0
sw_prefetch_access.prefetchw:u	5	0	0
dsb2mite_switches.penalty_cycles:u	1	17309512	0
dsb2mite_switches.penalty_cycles:u	2	8288510	0
idq.ms_switches:u	1	1264368680	0
idq.ms_switches:u	2	1264329691	0
rtm_retired.aborted:u	1	0	0
rtm_retired.aborted:u	2	0	0
rtm_retired.aborted:u	3	0	0
rtm_retired.aborted:u	4	0	0
rtm_retired.aborted:u	5	0	0
tx_mem.hle_elision_buffer_full:u	1	0	0
tx_mem.hle_elision_buffer_full:u	2	0	0
tx_mem.hle_elision_buffer_full:u	3	0	0
tx_mem.hle_elision_buffer_full:u	4	0	0
tx_mem.hle_elision_buffer_full:u	5	0	0
br_inst_retired.conditional:u	1	8220000	0
br_inst_retired.conditional:u	2	8220000	0
br_inst_retired.conditional:u	3	8220000	0
br_inst_retired.conditional:u	4	8220000	0
br_inst_retired.conditional:u	5	8220000	0
cpu_clk_unhalted.ref_xclk_any:u	1	76446056	0
cpu_clk_unhalted.ref_xclk_any:u	2	76547613	0
inst_decoded.decoders:u	1	91206368	0
inst_decoded.decoders:u	2	91212614	0
partial_rat_stalls.scoreboard:u	1	259491699	0
partial_rat_stalls.scoreboard:u	2	259168902	0
uops_executed.core_cycles_none:u	1	1267974362	0
uops_executed.core_cycles_none:u	2	1261261742	0
dtlb_load_misses.walk_completed:u	1	400029	0
dtlb_load_misses.walk_completed:u	2	400030	0
itlb_misses.walk_completed_4k:u	1	5	0
itlb_misses.walk_completed_4k:u	2	5	0
itlb_misses.walk_completed_4k:u	3	5	0
itlb_misses.walk_completed_4k:u	4	5	0
itlb_misses.walk_completed_4k:u	5	5	0
