event	round	count	exit
topdown-recovery-bubbles:u	1	42911072	0
topdown-recovery-bubbles:u	2	43714148	0
l2_rqsts.all_demand_data_rd:u	1	1226858	0
l2_rqsts.all_demand_data_rd:u	2	1235965	0
mem_inst_retired.all_stores:u	1	24160000	0
mem_inst_retired.all_stores:u	2	24160000	0
mem_inst_retired.all_stores:u	3	24160000	0
mem_inst_retired.all_stores:u	4	24160000	0
mem_inst_retired.all_stores:u	5	24160000	0
mem_load_retired.l2_hit:u	1	126364	0
mem_load_retired.l2_hit:u	2	142757	0
fp_arith_inst_retired.scalar_single:u	1	2300000	0
fp_arith_inst_retired.scalar_single:u	2	2300000	0
fp_arith_inst_retired.scalar_single:u	3	2300000	0
fp_arith_inst_retired.scalar_single:u	4	2300000	0
fp_arith_inst_retired.scalar_single:u	5	2300000	0
idq.dsb_uops:u	1	180373930	0
idq.dsb_uops:u	2	180784927	0
hle_retired.aborted_memtype:u	1	0	0
hle_retired.aborted_memtype:u	2	0	0
hle_retired.aborted_memtype:u	3	0	0
hle_retired.aborted_memtype:u	4	0	0
hle_retired.aborted_memtype:u	5	0	0
tx_mem.abort_capacity:u	1	0	0
tx_mem.abort_capacity:u	2	0	0
tx_mem.abort_capacity:u	3	0	0
tx_mem.abort_capacity:u	4	0	0
tx_mem.abort_capacity:u	5	0	0
idi_misc.wb_upgrade:u	1	249	0
idi_misc.wb_upgrade:u	2	266	0
cpu_clk_thread_unhalted.one_thread_active:u	1	76459336	0
cpu_clk_thread_unhalted.one_thread_active:u	2	76335413	0
exe_activity.2_ports_util:u	1	1522308673	0
exe_activity.2_ports_util:u	2	1515689365	0
lsd.cycles_active:u	1	0	0
lsd.cycles_active:u	2	0	0
lsd.cycles_active:u	3	0	0
lsd.cycles_active:u	4	0	0
lsd.cycles_active:u	5	0	0
uops_dispatched_port.port_7:u	1	12434112	0
uops_dispatched_port.port_7:u	2	12476028	0
uops_retired.retire_slots:u	1	13129896306	0
uops_retired.retire_slots:u	2	13129943418	0
itlb_misses.miss_causes_a_walk:u	1	10	0
itlb_misses.miss_causes_a_walk:u	2	14	0
branch-load-misses:u	1	INVALID	0
