event	round	count	exit
branch-instructions:u	1	9253194	0
branch-instructions:u	2	9253218	0
topdown-slots-retired:u	1	13129747579	0
topdown-slots-retired:u	2	13130130049	0
l2_rqsts.all_demand_references:u	1	1594729	0
l2_rqsts.all_demand_references:u	2	1545313	0
mem_inst_retired.lock_loads:u	1	1800000	0
mem_inst_retired.lock_loads:u	2	1800000	0
mem_inst_retired.lock_loads:u	3	1800000	0
mem_inst_retired.lock_loads:u	4	1800000	0
mem_inst_retired.lock_loads:u	5	1800000	0
mem_load_retired.l3_hit:u	1	21	0
mem_load_retired.l3_hit:u	2	17	0
fp_assist.any:u	1	3	0
fp_assist.any:u	2	3	0
fp_assist.any:u	3	3	0
fp_assist.any:u	4	3	0
fp_assist.any:u	5	3	0
idq.mite_uops:u	1	158035351	0
idq.mite_uops:u	2	157772888	0
hle_retired.aborted_unfriendly:u	1	0	0
hle_retired.aborted_unfriendly:u	2	0	0
hle_retired.aborted_unfriendly:u	3	0	0
hle_retired.aborted_unfriendly:u	4	0	0
hle_retired.aborted_unfriendly:u	5	0	0
tx_mem.abort_hle_elision_buffer_mismatch:u	1	0	0
tx_mem.abort_hle_elision_buffer_mismatch:u	2	0	0
tx_mem.abort_hle_elision_buffer_mismatch:u	3	0	0
tx_mem.abort_hle_elision_buffer_mismatch:u	4	0	0
tx_mem.abort_hle_elision_buffer_mismatch:u	5	0	0
arith.divider_active:u	1	38203010	0
arith.divider_active:u	2	38075264	0
cpu_clk_thread_unhalted.ref_xclk_any:u	1	76307613	0
cpu_clk_thread_unhalted.ref_xclk_any:u	2	76275506	0
exe_activity.4_ports_util:u	1	1023077356	0
exe_activity.4_ports_util:u	2	1014971870	0
lsd.uops:u	1	0	0
lsd.uops:u	2	0	0
lsd.uops:u	3	0	0
lsd.uops:u	4	0	0
lsd.uops:u	5	0	0
uops_executed.core_cycles_ge_1:u	1	6381303907	0
uops_executed.core_cycles_ge_1:u	2	6380453587	0
uops_retired.total_cycles:u	1	7626618194	0
uops_retired.total_cycles:u	2	7628865739	0
itlb_misses.walk_active:u	1	949	0
itlb_misses.walk_active:u	2	1063	0
