event	round	count	exit
mem-stores:u	1	24060000	0
mem-stores:u	2	24060000	0
mem-stores:u	3	24060000	0
mem-stores:u	4	24060000	0
mem-stores:u	5	24060000	0
mem-stores:u	6	24060000	0
mem-stores:u	7	24060000	0
mem-stores:u	8	24060000	0
mem-stores:u	9	24060000	0
mem-stores:u	10	24060000	0
mem-stores:u	11	24060000	0
mem-stores:u	12	24060000	0
mem-stores:u	13	24060000	0
mem-stores:u	14	24060000	0
mem-stores:u	15	24060000	0
mem-stores:u	16	24060000	0
mem-stores:u	17	24060000	0
mem-stores:u	18	24060000	0
mem-stores:u	19	24060000	0
mem-stores:u	20	24060000	0
mem-stores:u	21	24060000	0
mem-stores:u	22	24060000	0
mem-stores:u	23	24060000	0
mem-stores:u	24	24060000	0
mem-stores:u	25	24060000	0
mem-stores:u	26	24060000	0
mem-stores:u	27	24060000	0
mem-stores:u	28	24060000	0
mem-stores:u	29	24060000	0
mem-stores:u	30	24060000	0
mem-stores:u	31	24060000	0
mem-stores:u	32	24060000	0
mem-stores:u	33	24060000	0
mem-stores:u	34	24060000	0
mem-stores:u	35	24060000	0
mem-stores:u	36	24060000	0
mem-stores:u	37	24060000	0
mem-stores:u	38	24060000	0
mem-stores:u	39	24060000	0
mem-stores:u	40	24060000	0
mem-stores:u	41	24060000	0
mem-stores:u	42	24060000	0
mem-stores:u	43	24060000	0
mem-stores:u	44	24060000	0
mem-stores:u	45	24060000	0
mem-stores:u	46	24060000	0
mem-stores:u	47	24060000	0
mem-stores:u	48	24060000	0
mem-stores:u	49	24060000	0
mem-stores:u	50	24060000	0
mem-stores:u	51	24060000	0
mem-stores:u	52	24060000	0
mem-stores:u	53	24060000	0
mem-stores:u	54	24060000	0
mem-stores:u	55	24060000	0
mem-stores:u	56	24060000	0
mem-stores:u	57	24060000	0
mem-stores:u	58	24060000	0
mem-stores:u	59	24060000	0
mem-stores:u	60	24060000	0
mem-stores:u	61	24060000	0
mem-stores:u	62	24060000	0
mem-stores:u	63	24060000	0
mem-stores:u	64	24060000	0
mem-stores:u	65	24060000	0
mem-stores:u	66	24060000	0
mem-stores:u	67	24060000	0
mem-stores:u	68	24060000	0
mem-stores:u	69	24060000	0
mem-stores:u	70	24060000	0
mem-stores:u	71	24060000	0
mem-stores:u	72	24060000	0
mem-stores:u	73	24060000	0
mem-stores:u	74	24060000	0
mem-stores:u	75	24060000	0
mem-stores:u	76	24060000	0
mem-stores:u	77	24060000	0
mem-stores:u	78	24060000	0
mem-stores:u	79	24060000	0
mem-stores:u	80	24060000	0
mem-stores:u	81	24060000	0
mem-stores:u	82	24060000	0
mem-stores:u	83	24060000	0
mem-stores:u	84	24060000	0
mem-stores:u	85	24060000	0
mem-stores:u	86	24060000	0
mem-stores:u	87	24060000	0
mem-stores:u	88	24060000	0
mem-stores:u	89	24060000	0
mem-stores:u	90	24060000	0
mem-stores:u	91	24060000	0
mem-stores:u	92	24060000	0
mem-stores:u	93	24060000	0
mem-stores:u	94	24060000	0
mem-stores:u	95	24060000	0
mem-stores:u	96	24060000	0
mem-stores:u	97	24060000	0
mem-stores:u	98	24060000	0
mem-stores:u	99	24060000	0
mem-stores:u	100	24060000	0
mem-stores:u	101	24060000	0
mem-stores:u	102	24060000	0
mem-stores:u	103	24060000	0
mem-stores:u	104	24060000	0
mem-stores:u	105	24060000	0
mem-stores:u	106	24060000	0
mem-stores:u	107	24060000	0
mem-stores:u	108	24060000	0
mem-stores:u	109	24060000	0
mem-stores:u	110	24060000	0
mem-stores:u	111	24060000	0
mem-stores:u	112	24060000	0
mem-stores:u	113	24060000	0
mem-stores:u	114	24060000	0
mem-stores:u	115	24060000	0
mem-stores:u	116	24060000	0
mem-stores:u	117	24060000	0
mem-stores:u	118	24060000	0
mem-stores:u	119	24060000	0
mem-stores:u	120	24060000	0
mem-stores:u	121	24060000	0
mem-stores:u	122	24060000	0
mem-stores:u	123	24060000	0
mem-stores:u	124	24060000	0
mem-stores:u	125	24060000	0
mem-stores:u	126	24060000	0
mem-stores:u	127	24060000	0
mem-stores:u	128	24060000	0
mem-stores:u	129	24060000	0
mem-stores:u	130	24060000	0
mem-stores:u	131	24060000	0
mem-stores:u	132	24060000	0
mem-stores:u	133	24059999	0
fp_arith_dispatched.port_0:u	1	5080006	0
fp_arith_dispatched.port_0:u	2	5074991	0
assists.any:u	1	10021	0
assists.any:u	2	10021	0
assists.any:u	3	10021	0
assists.any:u	4	10021	0
assists.any:u	5	10021	0
assists.any:u	6	10021	0
assists.any:u	7	10021	0
assists.any:u	8	10021	0
assists.any:u	9	10021	0
assists.any:u	10	10021	0
assists.any:u	11	10021	0
assists.any:u	12	10021	0
assists.any:u	13	10021	0
assists.any:u	14	10021	0
assists.any:u	15	10021	0
assists.any:u	16	10021	0
assists.any:u	17	10021	0
assists.any:u	18	10021	0
assists.any:u	19	10021	0
assists.any:u	20	10021	0
assists.any:u	21	10021	0
assists.any:u	22	10021	0
assists.any:u	23	10021	0
assists.any:u	24	10021	0
assists.any:u	25	10021	0
assists.any:u	26	10021	0
assists.any:u	27	10022	0
machine_clears.count:u	1	221479	0
machine_clears.count:u	2	221449	0
